filename,subject,gender,split,label
Eat.Attable_p16_r27_v06_c01.mp4,p16,f,test,11
Walk_p07_r00_v10_c01.mp4,p07,f,train,30
Walk_p12_r00_v04_c05.mp4,p12,f,train,30
Enter_p14_r01_v05_c04.mp4,p14,m,test,13
Walk_p03_r03_v18_c03.mp4,p03,m,train,30
Walk_p25_r21_v14_c07.mp4,p25,f,train,30
Cook.Stir_p20_r01_v15_c07.mp4,p20,f,test,4
Drink.Frombottle_p12_r00_v04_c05.mp4,p12,f,train,7
Drink.Fromcup_p06_r03_v02_c05.mp4,p06,f,train,9
Sitdown_p17_r05_v09_c01.mp4,p17,m,train,25
Drink.Fromcup_p10_r11_v10_c01.mp4,p10,f,test,9
Drink.Fromcup_p13_r05_v05_c04.mp4,p13,f,train,9
Drink.Fromcup_p15_r05_v13_c03.mp4,p15,m,train,9
Drink.Frombottle_p12_r00_v05_c04.mp4,p12,f,train,7
Eat.Attable_p04_r06_v08_c01.mp4,p04,f,train,11
WatchTV_p06_r08_v03_c04.mp4,p06,f,train,31
Walk_p18_r05_v08_c05.mp4,p18,m,test,30
Cook.Stir_p11_r11_v13_c06.mp4,p11,f,test,4
Eat.Attable_p07_r31_v08_c01.mp4,p07,f,train,11
Drink.Fromcup_p03_r05_v04_c05.mp4,p03,m,train,9
Getup_p06_r01_v10_c01.mp4,p06,f,train,14
Eat.Attable_p20_r07_v08_c01.mp4,p20,f,test,11
Walk_p13_r08_v04_c04.mp4,p13,f,train,30
Takepills_p12_r00_v06_c05.mp4,p12,f,train,26
Takepills_p19_r01_v10_c02.mp4,p19,f,train,26
Drink.Frombottle_p04_r15_v04_c05.mp4,p04,f,train,7
Cook.Cleanup_p03_r02_v16_c03.mp4,p03,m,train,2
Walk_p04_r07_v05_c05.mp4,p04,f,train,30
Walk_p15_r03_v06_c04.mp4,p15,m,train,30
Drink.Fromcup_p10_r07_v06_c05.mp4,p10,f,test,9
Walk_p07_r01_v03_c03.mp4,p07,f,train,30
Getup_p18_r04_v12_c01.mp4,p18,m,test,14
Sitdown_p10_r00_v06_c04.mp4,p10,f,test,25
Sitdown_p13_r02_v12_c02.mp4,p13,f,train,25
Walk_p18_r10_v15_c07.mp4,p18,m,test,30
Walk_p25_r16_v04_c05.mp4,p25,f,train,30
Walk_p14_r02_v09_c02.mp4,p14,m,test,30
Walk_p25_r10_v04_c04.mp4,p25,f,train,30
Drink.Frombottle_p15_r00_v11_c01.mp4,p15,m,train,7
Walk_p16_r04_v14_c07.mp4,p16,f,test,30
Eat.Attable_p07_r26_v08_c02.mp4,p07,f,train,11
Cook.Cleanup_p03_r00_v18_c03.mp4,p03,m,train,2
Cook.Cleandishes_p06_r03_v13_c03.mp4,p06,f,train,1
Eat.Attable_p06_r13_v07_c01.mp4,p06,f,train,11
Pour.Fromkettle_p03_r01_v16_c06.mp4,p03,m,train,23
Walk_p11_r03_v11_c07.mp4,p11,f,test,30
Walk_p11_r00_v04_c04.mp4,p11,f,test,30
Pour.Frombottle_p03_r00_v11_c02.mp4,p03,m,train,21
Walk_p03_r41_v02_c04.mp4,p03,m,train,30
Takepills_p14_r03_v03_c04.mp4,p14,m,test,26
Walk_p13_r03_v20_c07.mp4,p13,f,train,30
Usetelephone_p04_r00_v05_c04.mp4,p04,f,train,29
Walk_p15_r13_v03_c05.mp4,p15,m,train,30
Drink.Frombottle_p10_r03_v01_c05.mp4,p10,f,test,7
Cook.Stir_p16_r02_v15_c07.mp4,p16,f,test,4
Walk_p04_r27_v05_c04.mp4,p04,f,train,30
Walk_p04_r00_v17_c03.mp4,p04,f,train,30
Uselaptop_p10_r05_v02_c04.mp4,p10,f,test,27
Walk_p25_r01_v05_c05.mp4,p25,f,train,30
Readbook_p15_r03_v01_c05.mp4,p15,m,train,24
Readbook_p13_r05_v10_c02.mp4,p13,f,train,24
Cook.Cleanup_p07_r04_v22_c06.mp4,p07,f,train,2
Drink.Fromcup_p13_r06_v24_c05.mp4,p13,f,train,9
Walk_p19_r09_v03_c05.mp4,p19,f,train,30
Walk_p15_r00_v16_c07.mp4,p15,m,train,30
Readbook_p16_r04_v02_c04.mp4,p16,f,test,24
Leave_p15_r00_v03_c04.mp4,p15,m,train,16
Walk_p16_r03_v01_c05.mp4,p16,f,test,30
Eat.Attable_p14_r02_v09_c01.mp4,p14,m,test,11
Getup_p10_r01_v09_c01.mp4,p10,f,test,14
Cook.Stir_p12_r01_v12_c07.mp4,p12,f,train,4
WatchTV_p02_r01_v18_c05.mp4,p02,f,test,31
Getup_p11_r02_v05_c04.mp4,p11,f,test,14
Walk_p14_r04_v02_c05.mp4,p14,m,test,30
Getup_p06_r02_v05_c05.mp4,p06,f,train,14
Walk_p18_r00_v10_c02.mp4,p18,m,test,30
Eat.Attable_p25_r00_v17_c01.mp4,p25,f,train,11
Walk_p20_r00_v16_c07.mp4,p20,f,test,30
Drink.Fromcan_p15_r00_v12_c02.mp4,p15,m,train,8
Cook.Stir_p09_r18_v12_c06.mp4,p09,m,train,4
Getup_p09_r03_v06_c04.mp4,p09,m,train,14
Sitdown_p13_r00_v12_c01.mp4,p13,f,train,25
Enter_p10_r00_v02_c04.mp4,p10,f,test,13
Walk_p25_r09_v12_c06.mp4,p25,f,train,30
Cook.Stir_p25_r03_v16_c07.mp4,p25,f,train,4
Drink.Frombottle_p04_r02_v04_c04.mp4,p04,f,train,7
Cook.Cut_p06_r00_v13_c06.mp4,p06,f,train,3
Walk_p16_r06_v14_c06.mp4,p16,f,test,30
Walk_p03_r42_v04_c05.mp4,p03,m,train,30
Sitdown_p14_r00_v09_c02.mp4,p14,m,test,25
WatchTV_p10_r00_v02_c05.mp4,p10,f,test,31
Walk_p09_r00_v07_c04.mp4,p09,m,train,30
Usetelephone_p03_r00_v13_c01.mp4,p03,m,train,29
Walk_p03_r20_v04_c05.mp4,p03,m,train,30
Readbook_p17_r07_v09_c01.mp4,p17,m,train,24
Usetelephone_p13_r00_v10_c01.mp4,p13,f,train,29
Cook.Stir_p13_r04_v23_c07.mp4,p13,f,train,4
Walk_p14_r17_v10_c02.mp4,p14,m,test,30
Walk_p10_r03_v12_c06.mp4,p10,f,test,30
Walk_p14_r14_v02_c05.mp4,p14,m,test,30
Drink.Fromcup_p14_r05_v01_c04.mp4,p14,m,test,9
Enter_p03_r02_v19_c04.mp4,p03,m,train,13
Walk_p13_r15_v04_c04.mp4,p13,f,train,30
Walk_p25_r10_v03_c05.mp4,p25,f,train,30
Readbook_p04_r00_v13_c02.mp4,p04,f,train,24
Cook.Cleanup_p11_r00_v12_c06.mp4,p11,f,test,2
Takepills_p02_r00_v02_c03.mp4,p02,f,test,26
Walk_p14_r16_v05_c05.mp4,p14,m,test,30
Drink.Frombottle_p10_r02_v01_c05.mp4,p10,f,test,7
Eat.Attable_p13_r03_v19_c01.mp4,p13,f,train,11
Walk_p15_r16_v02_c04.mp4,p15,m,train,30
Cook.Cleanup_p06_r02_v13_c03.mp4,p06,f,train,2
Enter_p07_r00_v07_c04.mp4,p07,f,train,13
Drink.Fromcan_p03_r03_v08_c05.mp4,p03,m,train,8
Drink.Fromcup_p04_r10_v09_c02.mp4,p04,f,train,9
Sitdown_p15_r03_v11_c02.mp4,p15,m,train,25
Sitdown_p10_r07_v07_c05.mp4,p10,f,test,25
Walk_p07_r11_v21_c07.mp4,p07,f,train,30
Walk_p04_r01_v15_c03.mp4,p04,f,train,30
Sitdown_p10_r01_v03_c04.mp4,p10,f,test,25
Cook.Cleanup_p07_r00_v21_c07.mp4,p07,f,train,2
Walk_p04_r01_v17_c07.mp4,p04,f,train,30
Drink.Fromcan_p12_r03_v03_c04.mp4,p12,f,train,8
Takepills_p14_r00_v07_c04.mp4,p14,m,test,26
Sitdown_p06_r00_v06_c04.mp4,p06,f,train,25
Walk_p15_r23_v02_c04.mp4,p15,m,train,30
Drink.Frombottle_p14_r00_v11_c01.mp4,p14,m,test,7
WatchTV_p13_r00_v25_c05.mp4,p13,f,train,31
Cutbread_p06_r00_v07_c01.mp4,p06,f,train,6
Walk_p15_r15_v13_c06.mp4,p15,m,train,30
Uselaptop_p15_r01_v09_c02.mp4,p15,m,train,27
Walk_p09_r04_v12_c03.mp4,p09,m,train,30
Uselaptop_p13_r00_v03_c04.mp4,p13,f,train,27
Getup_p10_r04_v01_c05.mp4,p10,f,test,14
Walk_p12_r12_v04_c05.mp4,p12,f,train,30
Walk_p12_r12_v13_c06.mp4,p12,f,train,30
Walk_p16_r03_v14_c03.mp4,p16,f,test,30
Uselaptop_p19_r00_v02_c05.mp4,p19,f,train,27
Getup_p03_r03_v13_c02.mp4,p03,m,train,14
Leave_p06_r00_v02_c04.mp4,p06,f,train,16
Drink.Fromcup_p03_r02_v04_c04.mp4,p03,m,train,9
Pour.Frombottle_p17_r00_v04_c04.mp4,p17,m,train,21
Drink.Fromcup_p10_r12_v02_c04.mp4,p10,f,test,9
Eat.Attable_p06_r05_v07_c02.mp4,p06,f,train,11
Walk_p07_r01_v01_c05.mp4,p07,f,train,30
Cook.Stir_p25_r03_v16_c06.mp4,p25,f,train,4
Sitdown_p04_r04_v04_c05.mp4,p04,f,train,25
Sitdown_p10_r10_v01_c04.mp4,p10,f,test,25
Readbook_p14_r02_v12_c02.mp4,p14,m,test,24
Eat.Attable_p16_r09_v06_c02.mp4,p16,f,test,11
Laydown_p19_r00_v03_c05.mp4,p19,f,train,15
Drink.Fromcup_p17_r00_v09_c01.mp4,p17,m,train,9
Cook.Cleandishes_p18_r04_v13_c03.mp4,p18,m,test,1
Drink.Fromcup_p15_r00_v17_c03.mp4,p15,m,train,9
Readbook_p19_r05_v08_c02.mp4,p19,f,train,24
Drink.Fromcup_p04_r02_v17_c06.mp4,p04,f,train,9
Walk_p15_r05_v05_c04.mp4,p15,m,train,30
Getup_p10_r05_v06_c05.mp4,p10,f,test,14
Sitdown_p25_r03_v10_c02.mp4,p25,f,train,25
Pour.Frombottle_p06_r00_v02_c05.mp4,p06,f,train,21
Walk_p03_r08_v13_c02.mp4,p03,m,train,30
Pour.Fromcan_p03_r03_v18_c03.mp4,p03,m,train,22
Walk_p15_r01_v07_c05.mp4,p15,m,train,30
Walk_p16_r19_v12_c06.mp4,p16,f,test,30
Walk_p20_r06_v03_c05.mp4,p20,f,test,30
Sitdown_p16_r00_v07_c02.mp4,p16,f,test,25
Sitdown_p10_r04_v09_c01.mp4,p10,f,test,25
Readbook_p16_r01_v04_c04.mp4,p16,f,test,24
Walk_p20_r03_v16_c07.mp4,p20,f,test,30
Walk_p20_r00_v13_c03.mp4,p20,f,test,30
Drink.Fromcup_p15_r07_v08_c02.mp4,p15,m,train,9
Walk_p06_r00_v07_c02.mp4,p06,f,train,30
Sitdown_p10_r03_v02_c05.mp4,p10,f,test,25
Getup_p17_r00_v09_c02.mp4,p17,m,train,14
Readbook_p02_r05_v02_c07.mp4,p02,f,test,24
Walk_p19_r14_v05_c05.mp4,p19,f,train,30
Usetelephone_p12_r00_v14_c05.mp4,p12,f,train,29
Walk_p16_r05_v14_c06.mp4,p16,f,test,30
WatchTV_p06_r02_v03_c04.mp4,p06,f,train,31
Walk_p07_r08_v21_c06.mp4,p07,f,train,30
Cook.Cut_p15_r03_v15_c06.mp4,p15,m,train,3
Cook.Cleandishes_p11_r03_v11_c07.mp4,p11,f,test,1
Walk_p20_r05_v16_c07.mp4,p20,f,test,30
Eat.Attable_p18_r17_v09_c02.mp4,p18,m,test,11
Walk_p18_r06_v10_c02.mp4,p18,m,test,30
Drink.Fromcan_p14_r01_v06_c05.mp4,p14,m,test,8
Walk_p03_r09_v02_c05.mp4,p03,m,train,30
Walk_p14_r08_v12_c02.mp4,p14,m,test,30
Usetelephone_p12_r00_v04_c05.mp4,p12,f,train,29
Getup_p16_r01_v10_c01.mp4,p16,f,test,14
Makecoffee.Pourgrains_p02_r00_v16_c06.mp4,p02,f,test,17
Walk_p14_r00_v08_c04.mp4,p14,m,test,30
Eat.Attable_p04_r23_v08_c02.mp4,p04,f,train,11
Leave_p04_r00_v14_c07.mp4,p04,f,train,16
WatchTV_p19_r05_v05_c05.mp4,p19,f,train,31
Walk_p04_r00_v11_c02.mp4,p04,f,train,30
Sitdown_p14_r05_v10_c02.mp4,p14,m,test,25
Getup_p14_r09_v02_c04.mp4,p14,m,test,14
Getup_p14_r01_v10_c01.mp4,p14,m,test,14
Readbook_p19_r03_v08_c01.mp4,p19,f,train,24
Walk_p15_r33_v16_c06.mp4,p15,m,train,30
Takepills_p25_r00_v05_c05.mp4,p25,f,train,26
Takepills_p10_r00_v09_c01.mp4,p10,f,test,26
Cook.Cleandishes_p07_r09_v20_c03.mp4,p07,f,train,1
Cook.Stir_p10_r00_v12_c03.mp4,p10,f,test,4
Laydown_p14_r03_v02_c05.mp4,p14,m,test,15
Eat.Snack_p09_r08_v13_c06.mp4,p09,m,train,12
Cook.Cleanup_p17_r01_v15_c06.mp4,p17,m,train,2
Sitdown_p19_r01_v09_c02.mp4,p19,f,train,25
Walk_p02_r03_v01_c06.mp4,p02,f,test,30
Maketea.Insertteabag_p18_r02_v14_c03.mp4,p18,m,test,20
Getup_p25_r01_v02_c04.mp4,p25,f,train,14
Drink.Fromcup_p25_r03_v03_c05.mp4,p25,f,train,9
Getup_p04_r03_v04_c04.mp4,p04,f,train,14
Sitdown_p25_r04_v11_c01.mp4,p25,f,train,25
Drink.Fromcup_p04_r01_v15_c07.mp4,p04,f,train,9
Usetelephone_p13_r03_v10_c01.mp4,p13,f,train,29
Cook.Stir_p15_r01_v15_c07.mp4,p15,m,train,4
Cook.Cleanup_p17_r05_v15_c03.mp4,p17,m,train,2
Drink.Frombottle_p15_r00_v12_c02.mp4,p15,m,train,7
Drink.Fromcup_p16_r01_v13_c03.mp4,p16,f,test,9
Cook.Cleandishes_p25_r00_v16_c03.mp4,p25,f,train,1
WatchTV_p14_r05_v08_c05.mp4,p14,m,test,31
Maketea.Boilwater_p15_r02_v14_c06.mp4,p15,m,train,19
Drink.Fromcan_p04_r09_v03_c04.mp4,p04,f,train,8
Walk_p15_r03_v12_c01.mp4,p15,m,train,30
Eat.Snack_p10_r00_v12_c03.mp4,p10,f,test,12
Sitdown_p02_r07_v09_c05.mp4,p02,f,test,25
Drink.Fromcup_p03_r02_v15_c03.mp4,p03,m,train,9
Makecoffee.Pourgrains_p18_r01_v13_c03.mp4,p18,m,test,17
Walk_p15_r01_v14_c03.mp4,p15,m,train,30
Drink.Fromcup_p19_r08_v04_c04.mp4,p19,f,train,9
Walk_p12_r05_v05_c05.mp4,p12,f,train,30
Laydown_p25_r01_v03_c04.mp4,p25,f,train,15
Getup_p09_r04_v01_c05.mp4,p09,m,train,14
Drink.Fromcup_p13_r03_v12_c01.mp4,p13,f,train,9
Sitdown_p18_r00_v09_c02.mp4,p18,m,test,25
Leave_p06_r00_v15_c01.mp4,p06,f,train,16
Leave_p10_r00_v05_c05.mp4,p10,f,test,16
Cook.Stir_p06_r02_v13_c07.mp4,p06,f,train,4
Drink.Fromglass_p03_r03_v18_c03.mp4,p03,m,train,10
Makecoffee.Pourwater_p11_r00_v12_c03.mp4,p11,f,test,18
Sitdown_p14_r10_v01_c05.mp4,p14,m,test,25
Drink.Fromcan_p04_r07_v03_c05.mp4,p04,f,train,8
Uselaptop_p11_r00_v15_c01.mp4,p11,f,test,27
Pour.Frombottle_p25_r01_v04_c05.mp4,p25,f,train,21
Walk_p17_r13_v10_c02.mp4,p17,m,train,30
Drink.Fromcup_p04_r13_v05_c05.mp4,p04,f,train,9
Walk_p16_r05_v07_c02.mp4,p16,f,test,30
Walk_p02_r00_v08_c05.mp4,p02,f,test,30
Drink.Fromcup_p14_r04_v12_c02.mp4,p14,m,test,9
Walk_p03_r12_v04_c05.mp4,p03,m,train,30
Cook.Stir_p15_r04_v16_c06.mp4,p15,m,train,4
Walk_p25_r04_v09_c02.mp4,p25,f,train,30
Usetelephone_p10_r01_v11_c07.mp4,p10,f,test,29
Walk_p12_r00_v12_c07.mp4,p12,f,train,30
Uselaptop_p15_r02_v09_c02.mp4,p15,m,train,27
Usetelephone_p06_r01_v09_c02.mp4,p06,f,train,29
Readbook_p02_r00_v17_c05.mp4,p02,f,test,24
Walk_p13_r01_v23_c07.mp4,p13,f,train,30
Drink.Fromcup_p06_r07_v03_c04.mp4,p06,f,train,9
Readbook_p04_r03_v08_c01.mp4,p04,f,train,24
Enter_p06_r02_v14_c02.mp4,p06,f,train,13
Makecoffee.Pourwater_p03_r01_v16_c07.mp4,p03,m,train,18
Walk_p16_r01_v05_c04.mp4,p16,f,test,30
Sitdown_p06_r00_v15_c02.mp4,p06,f,train,25
Readbook_p03_r01_v05_c05.mp4,p03,m,train,24
Walk_p15_r11_v15_c06.mp4,p15,m,train,30
Drink.Fromcup_p20_r12_v02_c05.mp4,p20,f,test,9
Uselaptop_p17_r02_v08_c02.mp4,p17,m,train,27
Cook.Cleandishes_p07_r15_v20_c03.mp4,p07,f,train,1
Uselaptop_p11_r00_v06_c04.mp4,p11,f,test,27
Sitdown_p11_r06_v03_c04.mp4,p11,f,test,25
Walk_p12_r10_v05_c04.mp4,p12,f,train,30
Sitdown_p25_r01_v11_c02.mp4,p25,f,train,25
Walk_p17_r07_v11_c07.mp4,p17,m,train,30
Eat.Attable_p16_r00_v06_c01.mp4,p16,f,test,11
Drink.Fromcup_p13_r03_v20_c03.mp4,p13,f,train,9
Walk_p12_r05_v03_c05.mp4,p12,f,train,30
Drink.Fromcup_p04_r04_v01_c05.mp4,p04,f,train,9
Walk_p11_r04_v11_c07.mp4,p11,f,test,30
Drink.Frombottle_p03_r06_v05_c05.mp4,p03,m,train,7
Walk_p14_r19_v06_c05.mp4,p14,m,test,30
WatchTV_p17_r00_v02_c05.mp4,p17,m,train,31
Cook.Cleandishes_p17_r02_v12_c03.mp4,p17,m,train,1
Enter_p03_r02_v02_c04.mp4,p03,m,train,13
Getup_p03_r03_v11_c01.mp4,p03,m,train,14
Cook.Cleanup_p06_r04_v13_c06.mp4,p06,f,train,2
Drink.Fromcan_p07_r02_v10_c02.mp4,p07,f,train,8
Drink.Fromcup_p19_r24_v07_c01.mp4,p19,f,train,9
Sitdown_p03_r05_v07_c05.mp4,p03,m,train,25
Walk_p18_r06_v08_c05.mp4,p18,m,test,30
Laydown_p25_r04_v05_c05.mp4,p25,f,train,15
Cook.Cleandishes_p06_r02_v13_c03.mp4,p06,f,train,1
Cook.Cleanup_p11_r01_v13_c03.mp4,p11,f,test,2
Enter_p04_r01_v07_c05.mp4,p04,f,train,13
Walk_p16_r03_v12_c06.mp4,p16,f,test,30
Walk_p13_r04_v13_c02.mp4,p13,f,train,30
Cook.Cleanup_p07_r10_v20_c06.mp4,p07,f,train,2
WatchTV_p09_r08_v05_c04.mp4,p09,m,train,31
Cook.Usestove_p06_r02_v13_c03.mp4,p06,f,train,5
Readbook_p03_r02_v11_c01.mp4,p03,m,train,24
Walk_p18_r13_v05_c05.mp4,p18,m,test,30
Walk_p07_r00_v12_c02.mp4,p07,f,train,30
Enter_p14_r02_v02_c04.mp4,p14,m,test,13
Cook.Cut_p20_r06_v16_c07.mp4,p20,f,test,3
Pour.Fromcan_p15_r00_v11_c02.mp4,p15,m,train,22
Readbook_p17_r03_v04_c04.mp4,p17,m,train,24
Uselaptop_p10_r00_v02_c04.mp4,p10,f,test,27
Eat.Snack_p06_r02_v11_c02.mp4,p06,f,train,12
Walk_p03_r07_v15_c03.mp4,p03,m,train,30
Drink.Fromcup_p07_r11_v21_c06.mp4,p07,f,train,9
Walk_p03_r17_v03_c05.mp4,p03,m,train,30
Walk_p17_r02_v08_c02.mp4,p17,m,train,30
Drink.Frombottle_p10_r00_v14_c03.mp4,p10,f,test,7
Drink.Fromcup_p04_r05_v09_c01.mp4,p04,f,train,9
Walk_p14_r10_v08_c04.mp4,p14,m,test,30
Cutbread_p25_r00_v17_c02.mp4,p25,f,train,6
Walk_p07_r01_v20_c06.mp4,p07,f,train,30
Uselaptop_p13_r01_v13_c01.mp4,p13,f,train,27
Cook.Cleandishes_p13_r00_v20_c03.mp4,p13,f,train,1
Walk_p09_r10_v12_c03.mp4,p09,m,train,30
Walk_p17_r08_v08_c02.mp4,p17,m,train,30
Laydown_p25_r06_v03_c05.mp4,p25,f,train,15
WatchTV_p17_r02_v01_c05.mp4,p17,m,train,31
Laydown_p12_r02_v03_c04.mp4,p12,f,train,15
Drink.Fromcup_p03_r00_v08_c05.mp4,p03,m,train,9
Readbook_p25_r01_v02_c04.mp4,p25,f,train,24
Drink.Fromglass_p13_r01_v07_c04.mp4,p13,f,train,10
Eat.Snack_p03_r01_v16_c06.mp4,p03,m,train,12
Cook.Usestove_p09_r07_v13_c03.mp4,p09,m,train,5
Sitdown_p16_r03_v07_c01.mp4,p16,f,test,25
Sitdown_p10_r01_v06_c05.mp4,p10,f,test,25
Sitdown_p14_r00_v08_c04.mp4,p14,m,test,25
Walk_p14_r12_v04_c05.mp4,p14,m,test,30
Walk_p13_r05_v24_c05.mp4,p13,f,train,30
Leave_p06_r01_v27_c01.mp4,p06,f,train,16
Leave_p06_r02_v14_c02.mp4,p06,f,train,16
Drink.Fromcup_p15_r00_v05_c04.mp4,p15,m,train,9
Readbook_p15_r05_v01_c04.mp4,p15,m,train,24
Leave_p13_r01_v04_c04.mp4,p13,f,train,16
Walk_p15_r03_v11_c02.mp4,p15,m,train,30
Cook.Stir_p25_r07_v16_c07.mp4,p25,f,train,4
Walk_p25_r19_v05_c05.mp4,p25,f,train,30
Walk_p15_r16_v16_c07.mp4,p15,m,train,30
Pour.Frombottle_p09_r00_v01_c05.mp4,p09,m,train,21
Walk_p03_r02_v16_c07.mp4,p03,m,train,30
